skill_name,cluster_id,cluster_size
manage backlogs,3224,1
practice martial arts,3207,1
hearing aids,397,5
sporting equipment usage,783,7
lottery equipment,2183,2
create website wireframe,7627,1
simulation-based clinical education,3209,1
theories of personality,4005,2
international tariffs,3200,1
tie tobacco leaves in hands,6876,1
electrical equipment regulations,469,3
operate shotcreter,2881,1
direct inward dialing,3211,1
turn wood,294,3
manage staff,1528,3
liaise with advertising agencies,1293,2
assess heating and cooling systems,1138,2
examine sample garments,1807,3
assist social service users with physical disabilities,690,3
undertake procedures to meet uav flight requirements,3272,3
manage vessel control systems,897,3
bicycle mechanics,4059,1
attach power cords to electric module,7692,1
provide information on wind turbines,1052,3
abide by business ethical code of conducts,4363,2
advise on betting,1752,3
teach energy principles,3210,1
develop visitor engagement strategies,590,2
types of strings,1837,1
medico-biological and medical sciences related to dentistry,3504,3
develop artistic coaching programme,939,3
develop optical test procedures,1873,3
have emotional intelligence,3220,1
civil process order,1358,1
repair prostheses,2292,2
advise on housing,3222,1
hydrography,2163,2
participate in technical aspects of the production,6429,1
grow plants,1593,1
determine skin type,4217,2
report on social development,3350,2
produce statistical financial records,3440,3
preheat kiln car,3216,1
security regulations,6435,1
control wine quality,1283,3
drive helicopter under emergency conditions,3318,1
sell orthopedic goods,4010,3
develop interregional collaboration strategies,2099,1
urology,2753,2
sexology,1436,2
laboratory techniques,239,7
maintain plans of a mining site,3117,1
design a solar heating system,504,4
create beverage recipes with botanicals,6462,1
plan audiovisual recording,3733,1
jell fruits,1161,1
promote exercise programmes,1543,4
common aviation safety regulations,3916,3
procurement of ict network equipment,1611,1
statistical process control,1127,2
manage briefs for clothing manufacturing,6452,1
maintain ride parts inventory,833,3
define costume fabrication methods,2795,1
plan sports instruction programme,422,4
provide support to social services users,820,9
expand the network of providers,6527,1
execute opening and closing procedures,2419,1
clean oil equipment,1467,3
coordinate the sale of game,4198,1
carry objects,4191,1
evolution in delivery practices in practiced dance tradition,3229,1
establish relationship with the media,1008,3
re-assemble engines,15,3
write bihari,972,4
handle shipment documentation,498,3
calculate cost of covering,3402,1
shape metal over anvils,3225,1
liaise with financiers,5217,1
dip-coating process,3233,1
write calibration report,2172,2
plan digital marketing,1454,2
display betting information,3235,1
check diving equipment,552,4
establish educational network,3236,1
dock operations,1410,2
manage logistics,1496,4
analyse health damaging behaviours,8756,1
energy saving potential of automated shift systems,3251,1
plan sports areas,1962,1
operate tobacco drying technology,3239,1
control levels of nicotine per cigar,4636,1
operate calender machine,3461,1
produce semiconductor crystals,3100,1
polymer chemistry,2408,2
draft the rules of the mediation service,2110,1
handle lease agreement administration,6484,1
organise labour,2950,1
apply music therapy termination methods,3659,2
interpret illustration needs,3242,1
forecast economic trends,143,3
design microelectronics,1864,4
manage rubber products development,1621,1
mechanotherapy,3247,1
coordinate with creative departments,2052,2
ensure continuous styling of artists,4490,1
feed pets,4974,1
replace sawing blade on machine,1626,1
assess artistic proposal,797,5
read electricity meter,6926,2
train animals for professional purposes,2601,4
outsourcing strategy,2879,3
radiation physics in healthcare,7106,1
geothermal energy,756,5
monitor staff absences,1623,1
understand spoken limburgish,1202,4
identify potential markets for companies,1046,2
acupressure,1624,1
manage development of promotional material,282,3
rail project financing,3583,1
instruct on the use of special equipment for daily activities,4800,2
analyse environmental data,3434,2
maintain concentrated solar power systems,79,4
use a water-fed pole system,2793,1
risk management,785,4
clean up after an event,3260,1
work on excavation site,803,4
shape candles,1276,1
assist in the administration of fluids to animals,2251,1
grade veneer,884,1
repair toys,964,3
execute conversion testing,2738,1
recommend footwear products to customers,7833,1
employ translation techniques,1797,3
advise on poisoning incidents,6012,1
thread rolling machine parts,1817,2
assemble moulds,267,4
provide periodontal treatment,2670,1
sell clocks,3367,1
manage keys for data protection,4679,1
work independently in landscaping,1629,1
prepare fish treatment plan,21,7
understand written arabic,5052,4
serve food in table service,3261,1
understand written portuguese,1092,3
interpret seismic data,2445,2
operate a camera,3262,1
conduct forensic evaluations,402,5
manufacture fabric furnishings,2153,2
operate control systems,145,6
observe machine feed,3264,1
sell weight loss products,3268,1
perform therapy sessions,2228,2
write sanskrit,1680,3
organise wine cellar,912,4
check quality of products on the production line,8022,3
swedish,3879,4
homeopathy,1118,4
calculate employee benefits,6324,1
liaise with auditors,6536,1
create auction catalogue,3267,1
perform exercises for artistic performance,1633,1
business law,1717,3
conduct impact evaluation of ict processes on business,1636,1
alarm systems,310,3
manage financial and material resources,1951,2
aerodynamics,3275,1
use snow-removal equipment,607,3
monitor shelves loading,2229,1
understand written polish,7824,3
set up the cutter head,9333,1
port regulation,7294,2
provide security in detention centres,1724,1
maintain suspension system,2131,1
develop food waste reduction strategies,2259,3
prepare audit activities,1372,6
perform vehicle tests,789,3
instruct customers on ammunition's usage,3113,1
operate optical equipment,892,4
select video shots,2701,1
monitor banking sector development,3282,1
stack goods,2237,1
operate pulp control machine,984,4
manufacture cosmetics,3683,3
programmable logic controller,1120,1
measure nutritional health status of patients,4731,2
osteopathy,1833,2
coat food products,6569,1
manage membership,3719,4
manage alarm system,1136,3
acquire license for selling tobacco products,3279,1
draw up lighting plan,1250,3
advise legislators,1694,3
mitigate environmental impact of pipeline projects,6562,1
pharmacology,284,5
oversee operational safety on trains,4423,2
manage discarded products,1895,1
conduct drug abuse tests,636,3
follow written instructions,3283,1
start up chocolate moulding line,6579,1
monitor the farm environmental management plan,3284,1
conditions for professional practice of clinical psychology,2788,3
create 3d environments,3490,1
typography,3290,1
operate construction scraper,1779,1
depurate shellfish,1460,3
tend asbestos blower,8407,1
computational physics,4640,2
program management,3351,1
work on uneven surfaces,3217,1
liaise between theatre direction and design team,1827,1
health and safety hazards underground,4425,1
manage mine ventilation,1511,1
adapt evaluation methodology,3296,1
carry out railway accident investigations,3954,3
conduct metallurgical structural analysis,6572,1
water reuse,1645,1
develop new confectionery products,1056,4
apply for library funding,2167,1
breed ostriches,2376,1
carry out end of day accounts,3347,1
nursing principles,4600,3
ensure steady circulation of trams,3295,1
maintain plastic machinery,2120,3
adult education,2175,1
produce guitar components,3297,1
manage needs for stationery items,6597,1
implant microchips in animals,1630,2
handle complaints,889,3
operate an audio mixing console,2545,1
analyse the original actor's way of speaking,3606,1
apply foreign languages in hospitality,2168,2
grade wheat for milling,3301,1
forest conservation,1035,5
treat medical conditions of elderly people,3266,1
crowdsourcing strategy,3303,1
manage aquatic resources,508,4
develop osteopathic treatment plans,3846,1
field-programmable gate arrays,1279,1
provide nursing care for animals in recovery,1,3
prepare detailed working drawings for interior design,3305,1
satisfy aesthetic requirements,7257,1
ecological principles,6614,1
apply medical imaging techniques,1188,6
contribute to the rehabilitation process,3417,5
wordpress,1236,1
explain the molecular basis of a disease to patients,1571,1
exude enthusiasm during the action sessions,4151,1
work in an international environment,5482,1
provide physiotherapy diagnosis,259,7
statistics,6621,1
rapid application development,1658,1
demonstrate a technical foundation in musical instruments,6622,1
process commissioned instructions,2607,1
advise architects,776,4
identify suppliers,3312,1
implement ict security policies,1970,4
operate drilling equipment,744,5
geodesy,3524,1
prepare bakery products,3213,6
ensure gender equality in the workplace,270,3
surveillance radars,404,3
manage performance light quality,5723,1
collect dead fish,6383,2
plan food plant production activities,2250,3
work as a team in a hazardous environment,3465,1
provide self management support,2128,1
consider time zones in execution of work,6627,1
drive firetruck under emergency conditions,1209,1
refrigerants,2118,1
manage warehouse inventory,6,9
